Using cuda device
Logging to ppo_pick_and_place_sb3/ppo_sb3_1
/home/kpatherya3/anaconda3/envs/causal_env/lib/python3.7/site-packages/stable_baselines3/common/callbacks.py:337: UserWarning: Training and eval env are not of the same type<stable_baselines3.common.vec_env.vec_monitor.VecMonitor object at 0x7fb559ca9650> != <stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x7fb559b36750>
  warnings.warn("Training and eval env are not of the same type" f"{self.training_env} != {self.eval_env}")
-----------------------------------
| rollout/           |            |
|    iterations           | 43          |
|    time_elapsed         | 2875        |
|    total_timesteps      | 2818048     |
| train/                  |             |
|    approx_kl            | 0.016550887 |
|    clip_fraction        | 0.216       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.6       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.328      |
|    n_updates            | 630         |
|    policy_gradient_loss | -0.00627    |
|    std                  | 1.37        |
|    value_loss           | 0.00232     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.947035    |
| time/                   |             |
|    fps                  | 979         |
|    iterations           | 44          |
|    time_elapsed         | 2943        |
|    total_timesteps      | 2883584     |
| train/                  |             |
|    approx_kl            | 0.015599379 |
|    clip_fraction        | 0.218       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.6       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.304      |
|    n_updates            | 645         |
|    policy_gradient_loss | -0.00533    |
|    std                  | 1.38        |
|    value_loss           | 0.00213     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 1.9687494  |
| time/                   |            |
|    fps                  | 978        |
|    iterations           | 45         |
|    time_elapsed         | 3013       |
|    total_timesteps      | 2949120    |
| train/                  |            |
|    approx_kl            | 0.01623298 |
|    clip_fraction        | 0.217      |
|    clip_range           | 0.2        |
|    entropy_loss         | -15.7      |
|    explained_variance   | 0.979      |
|    learning_rate        | 0.00025    |
|    loss                 | -0.328     |
|    n_updates            | 660        |
|    policy_gradient_loss | -0.00684   |
|    std                  | 1.39       |
|    value_loss           | 0.00218    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9872879   |
| time/                   |             |
|    fps                  | 978         |
|    iterations           | 46          |
|    time_elapsed         | 3082        |
|    total_timesteps      | 3014656     |
| train/                  |             |
|    approx_kl            | 0.016475707 |
|    clip_fraction        | 0.221       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.8       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.329      |
|    n_updates            | 675         |
|    policy_gradient_loss | -0.007      |
|    std                  | 1.4         |
|    value_loss           | 0.00223     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.985828    |
| time/                   |             |
|    fps                  | 977         |
|    iterations           | 47          |
|    time_elapsed         | 3151        |
|    total_timesteps      | 3080192     |
| train/                  |             |
|    approx_kl            | 0.017977346 |
|    clip_fraction        | 0.226       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.8       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.329      |
|    n_updates            | 690         |
|    policy_gradient_loss | -0.00596    |
|    std                  | 1.41        |
|    value_loss           | 0.00215     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9925693   |
| time/                   |             |
|    fps                  | 976         |
|    iterations           | 48          |
|    time_elapsed         | 3220        |
|    total_timesteps      | 3145728     |
| train/                  |             |
|    approx_kl            | 0.015722148 |
|    clip_fraction        | 0.226       |
|    clip_range           | 0.2         |
|    entropy_loss         | -15.9       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.329      |
|    n_updates            | 705         |
|    policy_gradient_loss | -0.0067     |
|    std                  | 1.42        |
|    value_loss           | 0.00226     |
-----------------------------------------
Eval num_timesteps=3200000, episode_reward=2.17 +/- 0.00
Episode length: 251.00 +/- 0.00
----------------------------------------
| eval/                   |            |
|    mean_ep_length       | 251        |
|    mean_reward          | 2.17       |
| time/                   |            |
|    total_timesteps      | 3200000    |
| train/                  |            |
|    approx_kl            | 0.01693165 |
|    clip_fraction        | 0.224      |
|    clip_range           | 0.2        |
|    entropy_loss         | -16        |
|    explained_variance   | 0.98       |
|    learning_rate        | 0.00025    |
|    loss                 | -0.331     |
|    n_updates            | 720        |
|    policy_gradient_loss | -0.00693   |
|    std                  | 1.43       |
|    value_loss           | 0.00212    |
----------------------------------------
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 251       |
|    ep_rew_mean     | 2.0033884 |
| time/              |           |
|    fps             | 973       |
|    iterations      | 49        |
|    time_elapsed    | 3300      |
|    total_timesteps | 3211264   |
----------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 1.9973521   |
| time/                   |             |
|    fps                  | 971         |
|    iterations           | 50          |
|    time_elapsed         | 3372        |
|    total_timesteps      | 3276800     |
| train/                  |             |
|    approx_kl            | 0.016937451 |
|    clip_fraction        | 0.235       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16         |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.341      |
|    n_updates            | 735         |
|    policy_gradient_loss | -0.00671    |
|    std                  | 1.44        |
|    value_loss           | 0.00222     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0139012   |
| time/                   |             |
|    fps                  | 969         |
|    iterations           | 51          |
|    time_elapsed         | 3448        |
|    total_timesteps      | 3342336     |
| train/                  |             |
|    approx_kl            | 0.017725263 |
|    clip_fraction        | 0.227       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.1       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.332      |
|    n_updates            | 750         |
|    policy_gradient_loss | -0.00684    |
|    std                  | 1.45        |
|    value_loss           | 0.00215     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0157473   |
| time/                   |             |
|    fps                  | 966         |
|    iterations           | 52          |
|    time_elapsed         | 3524        |
|    total_timesteps      | 3407872     |
| train/                  |             |
|    approx_kl            | 0.017945115 |
|    clip_fraction        | 0.233       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.2       |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.33       |
|    n_updates            | 765         |
|    policy_gradient_loss | -0.00624    |
|    std                  | 1.46        |
|    value_loss           | 0.00196     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0161123   |
| time/                   |             |
|    fps                  | 963         |
|    iterations           | 53          |
|    time_elapsed         | 3605        |
|    total_timesteps      | 3473408     |
| train/                  |             |
|    approx_kl            | 0.016783135 |
|    clip_fraction        | 0.233       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.2       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.329      |
|    n_updates            | 780         |
|    policy_gradient_loss | -0.00664    |
|    std                  | 1.47        |
|    value_loss           | 0.00196     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0265322   |
| time/                   |             |
|    fps                  | 960         |
|    iterations           | 54          |
|    time_elapsed         | 3685        |
|    total_timesteps      | 3538944     |
| train/                  |             |
|    approx_kl            | 0.017984178 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.3       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.349      |
|    n_updates            | 795         |
|    policy_gradient_loss | -0.00838    |
|    std                  | 1.48        |
|    value_loss           | 0.00199     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0130007   |
| time/                   |             |
|    fps                  | 958         |
|    iterations           | 55          |
|    time_elapsed         | 3760        |
|    total_timesteps      | 3604480     |
| train/                  |             |
|    approx_kl            | 0.017313346 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.3       |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.00025     |
|    loss                 | -0.357      |
|    n_updates            | 810         |
|    policy_gradient_loss | -0.00715    |
|    std                  | 1.49        |
|    value_loss           | 0.00202     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0143168   |
| time/                   |             |
|    fps                  | 956         |
|    iterations           | 56          |
|    time_elapsed         | 3835        |
|    total_timesteps      | 3670016     |
| train/                  |             |
|    approx_kl            | 0.018028596 |
|    clip_fraction        | 0.232       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.4       |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.346      |
|    n_updates            | 825         |
|    policy_gradient_loss | -0.00775    |
|    std                  | 1.5         |
|    value_loss           | 0.00203     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0140738   |
| time/                   |             |
|    fps                  | 957         |
|    iterations           | 57          |
|    time_elapsed         | 3903        |
|    total_timesteps      | 3735552     |
| train/                  |             |
|    approx_kl            | 0.016799022 |
|    clip_fraction        | 0.23        |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.5       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.343      |
|    n_updates            | 840         |
|    policy_gradient_loss | -0.00665    |
|    std                  | 1.51        |
|    value_loss           | 0.00195     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0126328   |
| time/                   |             |
|    fps                  | 958         |
|    iterations           | 58          |
|    time_elapsed         | 3965        |
|    total_timesteps      | 3801088     |
| train/                  |             |
|    approx_kl            | 0.017636314 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.5       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.348      |
|    n_updates            | 855         |
|    policy_gradient_loss | -0.00556    |
|    std                  | 1.52        |
|    value_loss           | 0.00182     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.016669    |
| time/                   |             |
|    fps                  | 958         |
|    iterations           | 59          |
|    time_elapsed         | 4034        |
|    total_timesteps      | 3866624     |
| train/                  |             |
|    approx_kl            | 0.018060554 |
|    clip_fraction        | 0.234       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.6       |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.336      |
|    n_updates            | 870         |
|    policy_gradient_loss | -0.00693    |
|    std                  | 1.53        |
|    value_loss           | 0.00181     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0183113   |
| time/                   |             |
|    fps                  | 958         |
|    iterations           | 60          |
|    time_elapsed         | 4104        |
|    total_timesteps      | 3932160     |
| train/                  |             |
|    approx_kl            | 0.017546698 |
|    clip_fraction        | 0.236       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.7       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.342      |
|    n_updates            | 885         |
|    policy_gradient_loss | -0.00603    |
|    std                  | 1.54        |
|    value_loss           | 0.00176     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0249734   |
| time/                   |             |
|    fps                  | 957         |
|    iterations           | 61          |
|    time_elapsed         | 4175        |
|    total_timesteps      | 3997696     |
| train/                  |             |
|    approx_kl            | 0.017470933 |
|    clip_fraction        | 0.229       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.7       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.345      |
|    n_updates            | 900         |
|    policy_gradient_loss | -0.00667    |
|    std                  | 1.55        |
|    value_loss           | 0.00168     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0400126   |
| time/                   |             |
|    fps                  | 957         |
|    iterations           | 62          |
|    time_elapsed         | 4244        |
|    total_timesteps      | 4063232     |
| train/                  |             |
|    approx_kl            | 0.017419988 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.8       |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.342      |
|    n_updates            | 915         |
|    policy_gradient_loss | -0.00606    |
|    std                  | 1.56        |
|    value_loss           | 0.00179     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0239866   |
| time/                   |             |
|    fps                  | 958         |
|    iterations           | 63          |
|    time_elapsed         | 4308        |
|    total_timesteps      | 4128768     |
| train/                  |             |
|    approx_kl            | 0.019935656 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -16.8       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.348      |
|    n_updates            | 930         |
|    policy_gradient_loss | -0.00605    |
|    std                  | 1.58        |
|    value_loss           | 0.00193     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 2.0258114  |
| time/                   |            |
|    fps                  | 959        |
|    iterations           | 64         |
|    time_elapsed         | 4371       |
|    total_timesteps      | 4194304    |
| train/                  |            |
|    approx_kl            | 0.01779826 |
|    clip_fraction        | 0.232      |
|    clip_range           | 0.2        |
|    entropy_loss         | -16.9      |
|    explained_variance   | 0.982      |
|    learning_rate        | 0.00025    |
|    loss                 | -0.348     |
|    n_updates            | 945        |
|    policy_gradient_loss | -0.00642   |
|    std                  | 1.59       |
|    value_loss           | 0.00177    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0428572   |
| time/                   |             |
|    fps                  | 960         |
|    iterations           | 65          |
|    time_elapsed         | 4435        |
|    total_timesteps      | 4259840     |
| train/                  |             |
|    approx_kl            | 0.016805582 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17         |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.362      |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.0063     |
|    std                  | 1.6         |
|    value_loss           | 0.00165     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0679908   |
| time/                   |             |
|    fps                  | 960         |
|    iterations           | 66          |
|    time_elapsed         | 4504        |
|    total_timesteps      | 4325376     |
| train/                  |             |
|    approx_kl            | 0.021124668 |
|    clip_fraction        | 0.241       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17         |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.35       |
|    n_updates            | 975         |
|    policy_gradient_loss | -0.00671    |
|    std                  | 1.61        |
|    value_loss           | 0.00178     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0724363   |
| time/                   |             |
|    fps                  | 957         |
|    iterations           | 67          |
|    time_elapsed         | 4585        |
|    total_timesteps      | 4390912     |
| train/                  |             |
|    approx_kl            | 0.018131243 |
|    clip_fraction        | 0.239       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.1       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.356      |
|    n_updates            | 990         |
|    policy_gradient_loss | -0.00576    |
|    std                  | 1.62        |
|    value_loss           | 0.00175     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0600884   |
| time/                   |             |
|    fps                  | 958         |
|    iterations           | 68          |
|    time_elapsed         | 4651        |
|    total_timesteps      | 4456448     |
| train/                  |             |
|    approx_kl            | 0.017399475 |
|    clip_fraction        | 0.241       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.2       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.367      |
|    n_updates            | 1005        |
|    policy_gradient_loss | -0.0072     |
|    std                  | 1.63        |
|    value_loss           | 0.00153     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.090955    |
| time/                   |             |
|    fps                  | 958         |
|    iterations           | 69          |
|    time_elapsed         | 4717        |
|    total_timesteps      | 4521984     |
| train/                  |             |
|    approx_kl            | 0.018010933 |
|    clip_fraction        | 0.241       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.2       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.36       |
|    n_updates            | 1020        |
|    policy_gradient_loss | -0.00676    |
|    std                  | 1.65        |
|    value_loss           | 0.00147     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0657077   |
| time/                   |             |
|    fps                  | 958         |
|    iterations           | 70          |
|    time_elapsed         | 4783        |
|    total_timesteps      | 4587520     |
| train/                  |             |
|    approx_kl            | 0.017791294 |
|    clip_fraction        | 0.242       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.3       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.341      |
|    n_updates            | 1035        |
|    policy_gradient_loss | -0.00703    |
|    std                  | 1.66        |
|    value_loss           | 0.00145     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0648065   |
| time/                   |             |
|    fps                  | 959         |
|    iterations           | 71          |
|    time_elapsed         | 4851        |
|    total_timesteps      | 4653056     |
| train/                  |             |
|    approx_kl            | 0.018317576 |
|    clip_fraction        | 0.24        |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.4       |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.356      |
|    n_updates            | 1050        |
|    policy_gradient_loss | -0.00682    |
|    std                  | 1.67        |
|    value_loss           | 0.00165     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.063805    |
| time/                   |             |
|    fps                  | 959         |
|    iterations           | 72          |
|    time_elapsed         | 4916        |
|    total_timesteps      | 4718592     |
| train/                  |             |
|    approx_kl            | 0.018230576 |
|    clip_fraction        | 0.236       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.4       |
|    explained_variance   | 0.985       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.356      |
|    n_updates            | 1065        |
|    policy_gradient_loss | -0.00721    |
|    std                  | 1.69        |
|    value_loss           | 0.00142     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0498781   |
| time/                   |             |
|    fps                  | 959         |
|    iterations           | 73          |
|    time_elapsed         | 4983        |
|    total_timesteps      | 4784128     |
| train/                  |             |
|    approx_kl            | 0.018678589 |
|    clip_fraction        | 0.243       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.5       |
|    explained_variance   | 0.984       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.367      |
|    n_updates            | 1080        |
|    policy_gradient_loss | -0.00712    |
|    std                  | 1.7         |
|    value_loss           | 0.00148     |
-----------------------------------------
Eval num_timesteps=4800000, episode_reward=2.24 +/- 0.00
Episode length: 251.00 +/- 0.00
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 251         |
|    mean_reward          | 2.24        |
| time/                   |             |
|    total_timesteps      | 4800000     |
| train/                  |             |
|    approx_kl            | 0.018606666 |
|    clip_fraction        | 0.247       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.6       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.368      |
|    n_updates            | 1095        |
|    policy_gradient_loss | -0.00855    |
|    std                  | 1.72        |
|    value_loss           | 0.00173     |
-----------------------------------------
New best mean reward!
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 251       |
|    ep_rew_mean     | 2.0600038 |
| time/              |           |
|    fps             | 959       |
|    iterations      | 74        |
|    time_elapsed    | 5053      |
|    total_timesteps | 4849664   |
----------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0587313   |
| time/                   |             |
|    fps                  | 960         |
|    iterations           | 75          |
|    time_elapsed         | 5115        |
|    total_timesteps      | 4915200     |
| train/                  |             |
|    approx_kl            | 0.018305644 |
|    clip_fraction        | 0.236       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.7       |
|    explained_variance   | 0.982       |
|    learning_rate        | 0.00025     |
|    loss                 | -0.369      |
|    n_updates            | 1110        |
|    policy_gradient_loss | -0.00825    |
|    std                  | 1.73        |
|    value_loss           | 0.00159     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 251         |
|    ep_rew_mean          | 2.0511608   |
| time/                   |             |
|    fps                  | 961         |
|    iterations           | 76          |
|    time_elapsed         | 5178        |
|    total_timesteps      | 4980736     |
| train/                  |             |
|    approx_kl            | 0.017506845 |
|    clip_fraction        | 0.236       |
|    clip_range           | 0.2         |
|    entropy_loss         | -17.7       |
|    explained_variance   | 0.98        |
|    learning_rate        | 0.00025     |
|    loss                 | -0.361      |
|    n_updates            | 1125        |
|    policy_gradient_loss | -0.0077     |
|    std                  | 1.74        |
|    value_loss           | 0.0017      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 251        |
|    ep_rew_mean          | 2.0591438  |
| time/                   |            |
|    fps                  | 962        |
|    iterations           | 77         |
|    time_elapsed         | 5240       |
|    total_timesteps      | 5046272    |
| train/                  |            |
|    approx_kl            | 0.01868873 |
|    clip_fraction        | 0.246      |
|    clip_range           | 0.2        |
|    entropy_loss         | -17.8      |
|    explained_variance   | 0.982      |
|    learning_rate        | 0.00025    |
|    loss                 | -0.371     |
|    n_updates            | 1140       |
|    policy_gradient_loss | -0.00756   |
|    std                  | 1.75       |
|    value_loss           | 0.00177    |
----------------------------------------
